"Route";"Woche";"Tag";"Von";"Bis";"Dauer";"Art";"Kategorie";"Objekt";"Ort";"Leistungen"
"H04";"1";"Di";"07:00";"07:57";"57";"Einsatz";"TH+UR";"WSG-073";"Thalwil";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Di";"07:57";"08:09";"12";"Fahrt";"";"";"Horgen";""
"H04";"1";"Di";"08:09";"10:57";"168";"Einsatz";"TH+UR";"WSG-048";"Horgen";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Di";"10:57";"11:11";"14";"Fahrt";"";"";"Horgen";""
"H04";"1";"Di";"11:11";"12:00";"49";"Einsatz";"UR";"WSG-049";"Horgen";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"1";"Di";"13:00";"14:32";"92";"Einsatz (Forts.)";"UR";"WSG-049";"Horgen";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Di";"14:32";"14:47";"15";"Fahrt";"";"";"Wädenswil";""
"H04";"1";"Di";"14:47";"16:04";"77";"Einsatz";"GU+TH+UR";"WSG-086";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Mi";"07:00";"10:39";"219";"Einsatz";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Mi";"10:39";"10:51";"12";"Fahrt";"";"";"Wädenswil";""
"H04";"1";"Mi";"10:51";"12:00";"69";"Einsatz";"GU+UR";"WSG-088";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"1";"Mi";"13:00";"13:03";"3";"Einsatz (Forts.)";"GU+UR";"WSG-088";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Mi";"13:03";"13:04";"1";"Fahrt";"";"";"Wädenswil";""
"H04";"1";"Mi";"13:04";"14:40";"96";"Einsatz";"GU+TH+UR";"WSG-084";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Do";"07:00";"10:59";"239";"Einsatz";"TH+UR";"WSG-060";"Meilen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Do";"10:59";"11:08";"9";"Fahrt";"";"";"Horgen";""
"H04";"1";"Do";"11:08";"12:00";"52";"Einsatz";"SR+UR";"WSG-048";"Horgen";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"1";"Do";"13:00";"15:08";"128";"Einsatz (Forts.)";"SR+UR";"WSG-048";"Horgen";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Fr";"07:00";"08:16";"76";"Einsatz";"TH+UR";"WSG-085";"Wädenswil";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"1";"Fr";"08:16";"08:29";"13";"Fahrt";"";"";"Horgen";""
"H04";"1";"Fr";"08:29";"11:02";"153";"Einsatz";"TH+UR";"WSG-049";"Horgen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H04";"2";"Mo";"07:50";"08:44";"54";"Fahrt";"";"";"Meilen";""
"H04";"2";"Mo";"08:44";"12:00";"196";"Einsatz";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"2";"Mo";"13:00";"13:23";"23";"Einsatz (Forts.)";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Di";"07:00";"10:08";"188";"Einsatz";"GU+TH+UR";"WSG-048";"Horgen";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Di";"10:08";"10:25";"17";"Fahrt";"";"";"Wädenswil";""
"H04";"2";"Di";"10:25";"11:41";"76";"Einsatz";"TH+UR";"WSG-084";"Wädenswil";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Mi";"07:00";"08:17";"77";"Einsatz";"GU+TH+UR";"WSG-073";"Thalwil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Mi";"08:17";"08:34";"17";"Fahrt";"";"";"Meilen";""
"H04";"2";"Mi";"08:34";"12:00";"206";"Einsatz";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"2";"Mi";"13:00";"13:13";"13";"Einsatz (Forts.)";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Do";"07:00";"08:03";"63";"Einsatz";"GU+TH";"WSG-074";"Thalwil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen)"
"H04";"2";"Do";"08:03";"08:17";"14";"Fahrt";"";"";"Meilen";""
"H04";"2";"Do";"08:17";"12:00";"223";"Einsatz";"TH+UR";"WSG-060";"Meilen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"2";"Do";"13:00";"13:16";"16";"Einsatz (Forts.)";"TH+UR";"WSG-060";"Meilen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Do";"13:16";"13:29";"13";"Fahrt";"";"";"Wädenswil";""
"H04";"2";"Do";"13:29";"15:07";"98";"Einsatz";"GU+TH+UR";"WSG-085";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Do";"15:07";"15:10";"3";"Fahrt";"";"";"Wädenswil";""
"H04";"2";"Do";"15:10";"16:34";"84";"Einsatz";"GU+TH+UR";"WSG-087";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Fr";"07:00";"08:54";"114";"Einsatz";"UR";"WSG-048";"Horgen";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Fr";"08:54";"09:08";"14";"Fahrt";"";"";"Horgen";""
"H04";"2";"Fr";"09:08";"11:49";"161";"Einsatz";"GU+UR";"WSG-049";"Horgen";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"2";"Fr";"11:49";"12:00";"11";"Fahrt";"";"";"Wädenswil";""
"H04";"2";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"2";"Fr";"13:00";"13:01";"1";"Fahrt";"";"";"Wädenswil";""
"H04";"2";"Fr";"13:01";"14:04";"63";"Einsatz";"GU+TH";"WSG-088";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen)"
"H04";"2";"Fr";"14:04";"14:05";"1";"Fahrt";"";"";"Wädenswil";""
"H04";"2";"Fr";"14:05";"15:41";"96";"Einsatz";"GU+TH+UR";"WSG-084";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H04";"3";"Mo";"07:50";"08:44";"54";"Fahrt";"";"";"Meilen";""
"H04";"3";"Mo";"08:44";"12:00";"196";"Einsatz";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"3";"Mo";"13:00";"13:23";"23";"Einsatz (Forts.)";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Mo";"13:23";"13:32";"9";"Fahrt";"";"";"Horgen";""
"H04";"3";"Mo";"13:32";"16:20";"168";"Einsatz";"TH+UR";"WSG-048";"Horgen";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Di";"07:00";"07:57";"57";"Einsatz";"TH+UR";"WSG-073";"Thalwil";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Di";"07:57";"08:22";"25";"Fahrt";"";"";"Horgen";""
"H04";"3";"Di";"08:22";"10:55";"153";"Einsatz";"TH+UR";"WSG-049";"Horgen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Di";"10:55";"12:00";"65";"Einsatz";"UR";"WSG-049";"Horgen";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"3";"Di";"13:00";"14:16";"76";"Einsatz (Forts.)";"UR";"WSG-049";"Horgen";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Di";"14:16";"14:31";"15";"Fahrt";"";"";"Wädenswil";""
"H04";"3";"Di";"14:31";"15:48";"77";"Einsatz";"GU+TH+UR";"WSG-086";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Mi";"07:00";"08:39";"99";"Einsatz";"GU+TH+UR";"WSG-075";"Thalwil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Mi";"08:39";"08:49";"10";"Fahrt";"";"";"Horgen";""
"H04";"3";"Mi";"08:49";"10:43";"114";"Einsatz";"UR";"WSG-048";"Horgen";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Mi";"10:43";"10:52";"9";"Fahrt";"";"";"Meilen";""
"H04";"3";"Mi";"10:52";"12:00";"68";"Einsatz";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"3";"Mi";"13:00";"15:31";"151";"Einsatz (Forts.)";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Do";"07:00";"08:17";"77";"Einsatz";"GU+TH+UR";"WSG-073";"Thalwil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Do";"08:17";"08:34";"17";"Fahrt";"";"";"Meilen";""
"H04";"3";"Do";"08:34";"12:00";"206";"Einsatz";"TH+UR";"WSG-060";"Meilen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"3";"Do";"13:00";"13:33";"33";"Einsatz (Forts.)";"TH+UR";"WSG-060";"Meilen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Fr";"07:00";"08:16";"76";"Einsatz";"TH+UR";"WSG-085";"Wädenswil";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"3";"Fr";"08:16";"08:29";"13";"Fahrt";"";"";"Horgen";""
"H04";"3";"Fr";"08:29";"11:02";"153";"Einsatz";"TH+UR";"WSG-049";"Horgen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H04";"4";"Mo";"07:50";"08:44";"54";"Fahrt";"";"";"Meilen";""
"H04";"4";"Mo";"08:44";"12:00";"196";"Einsatz";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"4";"Mo";"13:00";"13:23";"23";"Einsatz (Forts.)";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Di";"07:00";"10:08";"188";"Einsatz";"GU+TH+UR";"WSG-048";"Horgen";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Di";"10:08";"10:25";"17";"Fahrt";"";"";"Wädenswil";""
"H04";"4";"Di";"10:25";"11:41";"76";"Einsatz";"TH+UR";"WSG-084";"Wädenswil";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Mi";"07:00";"10:39";"219";"Einsatz";"UR";"WSG-060";"Meilen";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Mi";"10:39";"10:48";"9";"Fahrt";"";"";"Horgen";""
"H04";"4";"Mi";"10:48";"12:00";"72";"Einsatz";"UR";"WSG-048";"Horgen";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"4";"Mi";"13:00";"13:42";"42";"Einsatz (Forts.)";"UR";"WSG-048";"Horgen";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Do";"07:00";"08:39";"99";"Einsatz";"GU+TH+UR";"WSG-075";"Thalwil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Do";"08:39";"08:55";"16";"Fahrt";"";"";"Meilen";""
"H04";"4";"Do";"08:55";"12:00";"185";"Einsatz";"TH+UR";"WSG-060";"Meilen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"4";"Do";"13:00";"13:54";"54";"Einsatz (Forts.)";"TH+UR";"WSG-060";"Meilen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Do";"13:54";"14:07";"13";"Fahrt";"";"";"Wädenswil";""
"H04";"4";"Do";"14:07";"15:45";"98";"Einsatz";"GU+TH+UR";"WSG-085";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Fr";"07:00";"10:33";"213";"Einsatz";"SR+TH+UR";"WSG-049";"Horgen";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Fr";"10:33";"12:00";"87";"Einsatz";"GU+UR";"WSG-049";"Horgen";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H04";"4";"Fr";"13:00";"14:14";"74";"Einsatz (Forts.)";"GU+UR";"WSG-049";"Horgen";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H04";"4";"Fr";"14:14";"14:29";"15";"Fahrt";"";"";"Wädenswil";""
"H04";"4";"Fr";"14:29";"15:53";"84";"Einsatz";"GU+TH+UR";"WSG-087";"Wädenswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H05";"1";"Mo";"07:50";"08:30";"40";"Fahrt";"";"";"Adliswil";""
"H05";"1";"Mo";"08:30";"10:56";"146";"Einsatz";"GU+TH+UR";"WSG-030";"Adliswil";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Mo";"10:56";"10:58";"2";"Fahrt";"";"";"Adliswil";""
"H05";"1";"Mo";"10:58";"12:00";"62";"Einsatz";"GU+TH+UR";"WSG-031";"Adliswil";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H05";"1";"Mo";"13:00";"14:40";"100";"Einsatz (Forts.)";"GU+TH+UR";"WSG-031";"Adliswil";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Di";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-059";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H05";"1";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H05";"1";"Di";"13:00";"13:34";"34";"Einsatz (Forts.)";"GU+TH+UR";"WSG-059";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung"
"H05";"1";"Di";"13:34";"13:42";"8";"Fahrt";"";"";"Thalwil";""
"H05";"1";"Di";"13:42";"14:42";"60";"Einsatz";"GU+UR";"WSG-072";"Thalwil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Mi";"07:00";"07:57";"57";"Einsatz";"GU+UR";"WSG-117";"Zürich";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Mi";"07:57";"08:11";"14";"Fahrt";"";"";"Küsnacht (ZH)";""
"H05";"1";"Mi";"08:11";"10:45";"154";"Einsatz";"GU+TH+UR";"WSG-058";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Mi";"10:45";"10:46";"1";"Fahrt";"";"";"Küsnacht (ZH)";""
"H05";"1";"Mi";"10:46";"12:00";"74";"Einsatz";"GU+TH+UR";"WSG-057";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H05";"1";"Mi";"13:00";"14:37";"97";"Einsatz (Forts.)";"GU+TH+UR";"WSG-057";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Do";"07:00";"12:00";"300";"Einsatz";"SR+TH+UR";"WSG-056";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H05";"1";"Do";"13:00";"16:08";"188";"Einsatz (Forts.)";"SR+TH+UR";"WSG-056";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Fr";"07:00";"12:00";"300";"Einsatz";"SR+TH+UR";"WSG-051";"Kilchberg (ZH)";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"1";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H05";"1";"Fr";"13:00";"15:24";"144";"Einsatz (Forts.)";"SR+TH+UR";"WSG-051";"Kilchberg (ZH)";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"2";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H05";"2";"Mo";"07:50";"08:32";"42";"Fahrt";"";"";"Adliswil";""
"H05";"2";"Mo";"08:32";"11:43";"191";"Einsatz";"SR+TH+UR";"WSG-031";"Adliswil";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"2";"Di";"07:00";"10:57";"237";"Einsatz";"SR+UR";"WSG-059";"Küsnacht (ZH)";"Entsorgung/Kehrichtdienst, Tiefgaragenreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"2";"Di";"10:57";"11:09";"12";"Fahrt";"";"";"Adliswil";""
"H05";"2";"Di";"11:09";"12:00";"51";"Einsatz";"SR+TH+UR";"WSG-030";"Adliswil";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H05";"2";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
