"Route";"Woche";"Tag";"Von";"Bis";"Dauer";"Art";"Kategorie";"Objekt";"Ort";"Leistungen"
"H10";"4";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H10";"4";"Mo";"07:50";"09:07";"77";"Fahrt";"";"";"Richterswil";""
"H10";"4";"Mo";"09:07";"12:00";"173";"Einsatz";"UR";"WSG-068";"Richterswil";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H10";"4";"Mo";"13:00";"14:07";"67";"Einsatz (Forts.)";"UR";"WSG-068";"Richterswil";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Mo";"14:07";"14:08";"1";"Fahrt";"";"";"Richterswil";""
"H10";"4";"Mo";"14:08";"17:15";"187";"Einsatz";"UR";"WSG-067";"Richterswil";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Di";"07:00";"10:27";"207";"Einsatz";"GU+UR";"WSG-067";"Richterswil";"Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Di";"10:27";"10:36";"9";"Fahrt";"";"";"Wilen b. Wollerau";""
"H10";"4";"Di";"10:36";"11:55";"79";"Einsatz";"UR";"WSG-017";"Wilen b. Wollerau";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Unterhaltsreinigung"
"H10";"4";"Mi";"07:00";"11:00";"240";"Einsatz";"UR";"WSG-068";"Richterswil";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Mi";"11:00";"11:01";"1";"Fahrt";"";"";"Richterswil";""
"H10";"4";"Mi";"11:01";"12:00";"59";"Einsatz";"TH+UR";"WSG-067";"Richterswil";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H10";"4";"Mi";"13:00";"15:28";"148";"Einsatz (Forts.)";"TH+UR";"WSG-067";"Richterswil";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Do";"07:00";"11:20";"260";"Einsatz";"TH+UR";"WSG-068";"Richterswil";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Do";"11:20";"11:21";"1";"Fahrt";"";"";"Richterswil";""
"H10";"4";"Do";"11:21";"12:00";"39";"Einsatz";"UR";"WSG-067";"Richterswil";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H10";"4";"Do";"13:00";"15:28";"148";"Einsatz (Forts.)";"UR";"WSG-067";"Richterswil";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Fr";"07:00";"10:07";"187";"Einsatz";"UR";"WSG-067";"Richterswil";"Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Fr";"10:07";"10:16";"9";"Fahrt";"";"";"Wilen b. Wollerau";""
"H10";"4";"Fr";"10:16";"12:00";"104";"Einsatz";"GU+TH+UR";"WSG-018";"Wilen b. Wollerau";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H10";"4";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H10";"4";"Fr";"13:00";"13:50";"50";"Einsatz (Forts.)";"GU+TH+UR";"WSG-018";"Wilen b. Wollerau";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H11";"1";"Mo";"07:50";"09:05";"75";"Fahrt";"";"";"Baar";""
"H11";"1";"Mo";"09:05";"11:19";"134";"Einsatz";"TH+UR";"WSG-022";"Baar";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Mo";"11:19";"11:26";"7";"Fahrt";"";"";"Zug";""
"H11";"1";"Mo";"11:26";"12:00";"34";"Einsatz";"TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"1";"Mo";"13:00";"15:12";"132";"Einsatz (Forts.)";"TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Di";"07:00";"09:22";"142";"Einsatz";"GU+UR";"WSG-022";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Di";"09:22";"09:23";"1";"Fahrt";"";"";"Baar";""
"H11";"1";"Di";"09:23";"11:57";"154";"Einsatz";"TH+UR";"WSG-023";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Di";"11:57";"12:00";"3";"Fahrt";"";"";"Zug";""
"H11";"1";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"1";"Di";"13:00";"13:02";"2";"Fahrt";"";"";"Zug";""
"H11";"1";"Di";"13:02";"15:47";"165";"Einsatz";"UR";"WSG-028";"Zug";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Mi";"07:00";"09:46";"166";"Einsatz";"SR+UR";"WSG-023";"Baar";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Mi";"09:46";"09:50";"4";"Fahrt";"";"";"Zug";""
"H11";"1";"Mi";"09:50";"12:00";"130";"Einsatz";"GU+TH+UR";"WSG-029";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"1";"Mi";"13:00";"14:04";"64";"Einsatz (Forts.)";"GU+TH+UR";"WSG-029";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Mi";"14:04";"14:06";"2";"Fahrt";"";"";"Zug";""
"H11";"1";"Mi";"14:06";"17:03";"177";"Einsatz";"SR+UR";"WSG-026";"Zug";"Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Do";"07:00";"12:00";"300";"Einsatz";"SR+TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"1";"Do";"13:00";"15:37";"157";"Einsatz (Forts.)";"SR+TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Fr";"07:00";"09:14";"134";"Einsatz";"TH+UR";"WSG-022";"Baar";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Fr";"09:14";"09:20";"6";"Fahrt";"";"";"Zug";""
"H11";"1";"Fr";"09:20";"12:00";"160";"Einsatz";"TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"1";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"1";"Fr";"13:00";"13:18";"18";"Einsatz (Forts.)";"TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H11";"2";"Mo";"07:50";"09:06";"76";"Fahrt";"";"";"Baar";""
"H11";"2";"Mo";"09:06";"12:00";"174";"Einsatz";"GU+TH+UR";"WSG-023";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"2";"Mo";"13:00";"13:07";"7";"Einsatz (Forts.)";"GU+TH+UR";"WSG-023";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Mo";"13:07";"13:08";"1";"Fahrt";"";"";"Baar";""
"H11";"2";"Mo";"13:08";"15:40";"152";"Einsatz";"GU+TH+UR";"WSG-025";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Di";"07:00";"09:54";"174";"Einsatz";"TH+UR";"WSG-029";"Zug";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Di";"09:54";"09:56";"2";"Fahrt";"";"";"Zug";""
"H11";"2";"Di";"09:56";"12:00";"124";"Einsatz";"GU+TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"2";"Di";"13:00";"14:07";"67";"Einsatz (Forts.)";"GU+TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Mi";"07:00";"09:02";"122";"Einsatz";"UR";"WSG-022";"Baar";"Entsorgung/Kehrichtdienst, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Mi";"09:02";"09:03";"1";"Fahrt";"";"";"Baar";""
"H11";"2";"Mi";"09:03";"10:49";"106";"Einsatz";"UR";"WSG-023";"Baar";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Mi";"10:49";"10:54";"5";"Fahrt";"";"";"Zug";""
"H11";"2";"Mi";"10:54";"12:00";"66";"Einsatz";"GU+UR";"WSG-028";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"2";"Mi";"13:00";"14:59";"119";"Einsatz (Forts.)";"GU+UR";"WSG-028";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Do";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"2";"Do";"13:00";"16:18";"198";"Einsatz (Forts.)";"GU+TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Fr";"07:00";"10:14";"194";"Einsatz";"GU+TH+UR";"WSG-029";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Fr";"10:14";"10:16";"2";"Fahrt";"";"";"Zug";""
"H11";"2";"Fr";"10:16";"12:00";"104";"Einsatz";"TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"2";"Fr";"13:00";"14:14";"74";"Einsatz (Forts.)";"TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"2";"Fr";"14:14";"14:15";"1";"Fahrt";"";"";"Zug";""
"H11";"2";"Fr";"14:15";"16:08";"113";"Einsatz";"UR";"WSG-026";"Zug";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H11";"3";"Mo";"07:50";"09:05";"75";"Fahrt";"";"";"Baar";""
"H11";"3";"Mo";"09:05";"11:19";"134";"Einsatz";"TH+UR";"WSG-022";"Baar";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Mo";"11:19";"11:26";"7";"Fahrt";"";"";"Zug";""
"H11";"3";"Mo";"11:26";"12:00";"34";"Einsatz";"TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"3";"Mo";"13:00";"15:12";"132";"Einsatz (Forts.)";"TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Di";"07:00";"09:34";"154";"Einsatz";"TH+UR";"WSG-023";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Di";"09:34";"09:35";"1";"Fahrt";"";"";"Baar";""
"H11";"3";"Di";"09:35";"11:47";"132";"Einsatz";"TH+UR";"WSG-025";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Di";"11:47";"11:52";"5";"Fahrt";"";"";"Zug";""
"H11";"3";"Di";"11:52";"12:00";"8";"Einsatz";"UR";"WSG-028";"Zug";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"3";"Di";"13:00";"15:37";"157";"Einsatz (Forts.)";"UR";"WSG-028";"Zug";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Mi";"07:00";"09:22";"142";"Einsatz";"GU+UR";"WSG-022";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Mi";"09:22";"09:23";"1";"Fahrt";"";"";"Baar";""
"H11";"3";"Mi";"09:23";"11:09";"106";"Einsatz";"UR";"WSG-023";"Baar";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Mi";"11:09";"11:15";"6";"Fahrt";"";"";"Zug";""
"H11";"3";"Mi";"11:15";"12:00";"45";"Einsatz";"UR";"WSG-026";"Zug";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"3";"Mi";"13:00";"14:08";"68";"Einsatz (Forts.)";"UR";"WSG-026";"Zug";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Do";"07:00";"12:00";"300";"Einsatz";"TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"3";"Do";"13:00";"13:59";"59";"Einsatz (Forts.)";"TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Fr";"07:00";"09:14";"134";"Einsatz";"TH+UR";"WSG-022";"Baar";"Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Fr";"09:14";"09:20";"6";"Fahrt";"";"";"Zug";""
"H11";"3";"Fr";"09:20";"12:00";"160";"Einsatz";"TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"3";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"3";"Fr";"13:00";"13:18";"18";"Einsatz (Forts.)";"TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
"H11";"4";"Mo";"07:50";"09:06";"76";"Fahrt";"";"";"Baar";""
"H11";"4";"Mo";"09:06";"12:00";"174";"Einsatz";"GU+TH+UR";"WSG-023";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Mo";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"4";"Mo";"13:00";"13:07";"7";"Einsatz (Forts.)";"GU+TH+UR";"WSG-023";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Mo";"13:07";"13:08";"1";"Fahrt";"";"";"Baar";""
"H11";"4";"Mo";"13:08";"15:40";"152";"Einsatz";"GU+TH+UR";"WSG-025";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Di";"07:00";"09:54";"174";"Einsatz";"TH+UR";"WSG-029";"Zug";"Entsorgung/Kehrichtdienst, Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Di";"09:54";"09:56";"2";"Fahrt";"";"";"Zug";""
"H11";"4";"Di";"09:56";"12:00";"124";"Einsatz";"GU+TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Di";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"4";"Di";"13:00";"14:07";"67";"Einsatz (Forts.)";"GU+TH+UR";"WSG-026";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Mi";"07:00";"09:02";"122";"Einsatz";"UR";"WSG-022";"Baar";"Entsorgung/Kehrichtdienst, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Mi";"09:02";"09:08";"6";"Fahrt";"";"";"Zug";""
"H11";"4";"Mi";"09:08";"12:00";"172";"Einsatz";"GU+UR";"WSG-028";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Mi";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"4";"Mi";"13:00";"13:13";"13";"Einsatz (Forts.)";"GU+UR";"WSG-028";"Zug";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Sanitaerreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Mi";"13:13";"13:14";"1";"Fahrt";"";"";"Zug";""
"H11";"4";"Mi";"13:14";"15:07";"113";"Einsatz";"UR";"WSG-026";"Zug";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Do";"07:00";"12:00";"300";"Einsatz";"GU+TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Do";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"4";"Do";"13:00";"16:18";"198";"Einsatz (Forts.)";"GU+TH+UR";"WSG-024";"Baar";"Entsorgung/Kehrichtdienst, Gartenpflege/Gruenunterhalt (Mrz-Nov), Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Fr";"07:00";"08:46";"106";"Einsatz";"UR";"WSG-023";"Baar";"Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Fr";"08:46";"08:47";"1";"Fahrt";"";"";"Baar";""
"H11";"4";"Fr";"08:47";"10:59";"132";"Einsatz";"TH+UR";"WSG-025";"Baar";"Entsorgung/Kehrichtdienst, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Fr";"10:59";"11:04";"5";"Fahrt";"";"";"Zug";""
"H11";"4";"Fr";"11:04";"12:00";"56";"Einsatz";"SR+TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H11";"4";"Fr";"12:00";"13:00";"60";"Mittagsruhe";"";"";"";""
"H11";"4";"Fr";"13:00";"16:03";"183";"Einsatz (Forts.)";"SR+TH+UR";"WSG-028";"Zug";"Sanitaerreinigung, Technischer Hauswart (Kontrollgang/Kleinreparaturen), Tiefgaragenreinigung, Treppenhausreinigung, Umgebungsunterhalt (Wege/Vorplatz), Unterhaltsreinigung"
"H12";"1";"Mo";"07:00";"07:50";"50";"Prep Homebase";"";"WSG-HB";"Kloten";"Material laden / Woche ruesten"
